age,gender,state,income,occupation,category,rural,student,disability,scheme_category
23,Female,Tamil Nadu,191900.0,Student,General,No,Yes,No,Education & Scholarships
36,Male,Rajasthan,67800.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
74,Male,Maharashtra,110700.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
22,Female,Tamil Nadu,386500.0,Unemployed,OBC,No,No,No,Skill Development & Entrepreneurship
20,Male,Bihar,129400.0,Student,ST,No,Yes,No,Education & Scholarships
18,Male,Bihar,475200.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
75,Male,West Bengal,154000.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
55,Male,Maharashtra,121600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
32,Male,Tamil Nadu,279800.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
51,Male,West Bengal,43700.0,Farmer,SC,Yes,No,Yes,Social Welfare & Disability Support
52,Female,Uttar Pradesh,46900.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
66,Female,West Bengal,220000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
42,Female,Kerala,150100.0,Student,ST,Yes,Yes,No,Education & Scholarships
41,Female,Bihar,311300.0,Daily Wage Worker,EWS,Yes,No,No,Women & Child Development
29,Female,Uttar Pradesh,476400.0,Artisan,General,No,No,No,Skill Development & Entrepreneurship
35,Female,Madhya Pradesh,118500.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
32,Female,Kerala,193300.0,Daily Wage Worker,General,No,No,No,Women & Child Development
61,Male,Maharashtra,155000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
33,Male,West Bengal,749300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
44,Male,Bihar,350100.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
25,Male,Gujarat,466900.0,Daily Wage Worker,SC,No,No,No,Rural & Urban Livelihood Support
63,Male,Bihar,82800.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
42,Male,Karnataka,296500.0,Student,General,Yes,Yes,No,Education & Scholarships
34,Female,Bihar,85500.0,Student,ST,No,Yes,No,Education & Scholarships
46,Female,Gujarat,72100.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
70,Male,Gujarat,549700.0,Student,OBC,Yes,Yes,No,Education & Scholarships
25,Male,West Bengal,33500.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
32,Male,Maharashtra,635400.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
44,Female,Gujarat,59100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
63,Female,Bihar,338100.0,Student,OBC,No,Yes,No,Education & Scholarships
67,Male,Maharashtra,88100.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
69,Male,Tamil Nadu,107700.0,Self-Employed,ST,Yes,No,No,Senior Citizen Pension & Healthcare
24,Female,Bihar,74000.0,Salaried,General,No,Yes,Yes,Social Welfare & Disability Support
20,Female,Rajasthan,188500.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
46,Male,West Bengal,107000.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
61,Male,Kerala,222800.0,Farmer,EWS,No,No,No,Senior Citizen Pension & Healthcare
70,Female,West Bengal,32800.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
41,Male,Gujarat,42000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
75,Female,Madhya Pradesh,48900.0,Student,EWS,Yes,Yes,No,Education & Scholarships
20,Female,Karnataka,127700.0,Salaried,EWS,No,Yes,No,Education & Scholarships
37,Male,Rajasthan,333500.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
63,Female,Gujarat,424400.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Male,Bihar,80500.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
42,Male,Maharashtra,183800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
47,Male,Rajasthan,293300.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
31,Female,Madhya Pradesh,91400.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
24,Female,Kerala,124700.0,Self-Employed,OBC,Yes,Yes,No,Education & Scholarships
34,Female,Maharashtra,163600.0,Salaried,General,Yes,No,No,Women & Child Development
61,Male,Karnataka,56100.0,Student,EWS,Yes,Yes,No,Education & Scholarships
37,Male,Uttar Pradesh,34700.0,Daily Wage Worker,General,No,No,No,Rural & Urban Livelihood Support
53,Male,Karnataka,59800.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
26,Male,West Bengal,207400.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
55,Male,Rajasthan,43800.0,Self-Employed,General,No,No,No,Skill Development & Entrepreneurship
65,Male,West Bengal,67900.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
74,Female,Gujarat,104200.0,Student,General,Yes,Yes,No,Women & Child Development
39,Female,Tamil Nadu,44600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
71,Male,Gujarat,68300.0,Artisan,General,Yes,No,No,Senior Citizen Pension & Healthcare
70,Female,Kerala,466000.0,Artisan,General,No,No,No,Senior Citizen Pension & Healthcare
70,Female,Rajasthan,33500.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
19,Male,Tamil Nadu,220700.0,Student,OBC,Yes,Yes,No,Education & Scholarships
41,Male,Maharashtra,117300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
25,Female,Tamil Nadu,231000.0,Salaried,General,No,No,No,Women & Child Development
28,Male,Kerala,189900.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
30,Male,Bihar,75500.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
34,Female,West Bengal,368200.0,Salaried,EWS,Yes,No,No,Women & Child Development
25,Female,Madhya Pradesh,151900.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
38,Female,Gujarat,341200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
35,Male,Rajasthan,123800.0,Student,SC,Yes,Yes,No,Education & Scholarships
47,Male,Kerala,782200.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
35,Male,Uttar Pradesh,294900.0,Self-Employed,SC,Yes,No,No,Skill Development & Entrepreneurship
63,Male,Madhya Pradesh,638400.0,Unemployed,SC,Yes,No,No,Senior Citizen Pension & Healthcare
64,Female,Kerala,160000.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
48,Female,Uttar Pradesh,145500.0,Artisan,SC,Yes,No,No,Women & Child Development
55,Male,Uttar Pradesh,283500.0,Student,OBC,Yes,Yes,No,Education & Scholarships
49,Female,Uttar Pradesh,412100.0,Farmer,SC,Yes,No,Yes,Social Welfare & Disability Support
28,Female,Bihar,629100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
62,Female,Tamil Nadu,100600.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
42,Female,Karnataka,318500.0,Artisan,EWS,Yes,No,No,Women & Child Development
50,Female,Gujarat,72600.0,Student,General,No,Yes,No,Education & Scholarships
55,Female,Uttar Pradesh,172000.0,Student,EWS,No,Yes,No,Education & Scholarships
58,Female,Kerala,65700.0,Artisan,OBC,No,No,No,Women & Child Development
25,Female,Maharashtra,106800.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
28,Male,Maharashtra,512200.0,Artisan,OBC,Yes,No,No,Skill Development & Entrepreneurship
39,Male,Rajasthan,58400.0,Artisan,General,Yes,No,No,Skill Development & Entrepreneurship
68,Female,West Bengal,210100.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
41,Male,Uttar Pradesh,191800.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
58,Female,Kerala,53200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
34,Male,Uttar Pradesh,101000.0,Student,SC,No,Yes,No,Education & Scholarships
29,Male,Bihar,179000.0,Unemployed,OBC,No,No,No,Rural & Urban Livelihood Support
74,Male,West Bengal,67300.0,Self-Employed,ST,Yes,No,No,Senior Citizen Pension & Healthcare
63,Male,Uttar Pradesh,320300.0,Daily Wage Worker,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
49,Female,Gujarat,674600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
32,Female,Maharashtra,73500.0,Unemployed,General,Yes,No,No,Women & Child Development
33,Male,Uttar Pradesh,67200.0,Salaried,EWS,Yes,No,No,Rural & Urban Livelihood Support
71,Female,Gujarat,139200.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
39,Female,Gujarat,277900.0,Student,OBC,No,Yes,No,Education & Scholarships
45,Male,Tamil Nadu,89500.0,Salaried,SC,Yes,No,No,Rural & Urban Livelihood Support
37,Male,Gujarat,33600.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
50,Male,West Bengal,170300.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
27,Female,Maharashtra,594700.0,Student,OBC,No,Yes,No,Education & Scholarships
57,Male,Rajasthan,119400.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
49,Female,Bihar,128100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
67,Female,Maharashtra,654700.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
50,Male,Kerala,243500.0,Self-Employed,SC,Yes,No,Yes,Social Welfare & Disability Support
19,Female,Rajasthan,258600.0,Farmer,SC,Yes,No,Yes,Social Welfare & Disability Support
50,Female,Gujarat,178900.0,Daily Wage Worker,General,No,No,Yes,Social Welfare & Disability Support
50,Male,Uttar Pradesh,691200.0,Self-Employed,ST,Yes,No,No,Skill Development & Entrepreneurship
58,Female,Tamil Nadu,240200.0,Student,OBC,Yes,Yes,No,Education & Scholarships
30,Female,Rajasthan,435700.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
47,Female,Kerala,246300.0,Salaried,General,No,No,No,Women & Child Development
50,Female,Kerala,269100.0,Student,General,No,Yes,No,Education & Scholarships
30,Female,Rajasthan,91800.0,Self-Employed,OBC,No,No,No,Women & Child Development
69,Male,Tamil Nadu,95100.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
43,Male,Gujarat,305000.0,Artisan,OBC,No,No,No,Skill Development & Entrepreneurship
39,Female,West Bengal,93400.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
56,Male,Kerala,178900.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
19,Female,Gujarat,81600.0,Student,General,No,Yes,No,Education & Scholarships
55,Female,West Bengal,335700.0,Salaried,OBC,Yes,No,No,Women & Child Development
56,Male,West Bengal,51100.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
43,Female,Kerala,348400.0,Self-Employed,SC,Yes,No,No,Women & Child Development
63,Transgender,Rajasthan,196200.0,Farmer,OBC,No,No,No,Senior Citizen Pension & Healthcare
75,Female,West Bengal,67200.0,Self-Employed,General,Yes,No,No,Senior Citizen Pension & Healthcare
67,Male,Uttar Pradesh,170600.0,Farmer,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Maharashtra,89800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
51,Female,Bihar,100300.0,Artisan,OBC,Yes,No,No,Women & Child Development
59,Female,Kerala,108000.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
72,Male,Madhya Pradesh,41800.0,Farmer,General,Yes,No,Yes,Social Welfare & Disability Support
61,Male,West Bengal,797900.0,Self-Employed,EWS,Yes,No,No,Senior Citizen Pension & Healthcare
66,Male,Karnataka,35800.0,Unemployed,General,No,No,No,Senior Citizen Pension & Healthcare
57,Female,Uttar Pradesh,225500.0,Student,OBC,No,Yes,No,Education & Scholarships
28,Female,Madhya Pradesh,113500.0,Student,General,Yes,Yes,No,Education & Scholarships
20,Female,Gujarat,216900.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
23,Male,Bihar,109300.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
26,Male,Tamil Nadu,231600.0,Unemployed,OBC,Yes,No,No,Rural & Urban Livelihood Support
23,Female,West Bengal,265200.0,Self-Employed,General,No,No,No,Women & Child Development
26,Male,Tamil Nadu,241100.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
56,Female,Bihar,51800.0,Artisan,OBC,Yes,No,No,Women & Child Development
48,Male,Uttar Pradesh,222500.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
49,Male,Uttar Pradesh,89100.0,Farmer,EWS,Yes,No,No,Agriculture & Farmer Welfare
58,Female,Bihar,35300.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
67,Female,Uttar Pradesh,126500.0,Self-Employed,EWS,No,No,No,Senior Citizen Pension & Healthcare
29,Transgender,West Bengal,132300.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
25,Male,Bihar,143300.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
25,Male,Kerala,249600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
67,Male,Karnataka,96500.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
45,Female,Gujarat,98200.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
37,Male,Maharashtra,41200.0,Student,General,Yes,Yes,No,Education & Scholarships
64,Male,Rajasthan,239000.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
24,Male,Karnataka,181000.0,Salaried,General,No,No,No,Rural & Urban Livelihood Support
28,Female,Maharashtra,107400.0,Salaried,General,No,No,No,Women & Child Development
37,Female,Rajasthan,249900.0,Daily Wage Worker,ST,No,No,No,Women & Child Development
33,Female,Tamil Nadu,168700.0,Daily Wage Worker,General,No,No,No,Women & Child Development
21,Female,Karnataka,144000.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
23,Female,Madhya Pradesh,158900.0,Student,OBC,No,Yes,No,Education & Scholarships
75,Female,Karnataka,212100.0,Farmer,General,No,No,No,Senior Citizen Pension & Healthcare
39,Female,Uttar Pradesh,224200.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
43,Female,West Bengal,91400.0,Salaried,OBC,No,No,No,Women & Child Development
20,Male,West Bengal,57300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
58,Female,Maharashtra,60700.0,Salaried,OBC,No,No,No,Women & Child Development
59,Female,Uttar Pradesh,213600.0,Self-Employed,General,No,No,No,Women & Child Development
31,Female,Tamil Nadu,401300.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
28,Female,West Bengal,124800.0,Student,OBC,Yes,Yes,No,Education & Scholarships
35,Male,Gujarat,63400.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
71,Female,Tamil Nadu,284400.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
29,Male,Uttar Pradesh,351600.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
40,Male,Uttar Pradesh,412500.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
29,Male,Maharashtra,198000.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
30,Male,Kerala,384800.0,Student,ST,Yes,Yes,No,Education & Scholarships
42,Male,West Bengal,32800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
62,Male,Uttar Pradesh,50400.0,Self-Employed,EWS,No,No,No,Senior Citizen Pension & Healthcare
68,Female,Uttar Pradesh,47500.0,Artisan,EWS,No,No,No,Senior Citizen Pension & Healthcare
75,Female,Gujarat,254400.0,Self-Employed,SC,No,No,No,Senior Citizen Pension & Healthcare
36,Male,Karnataka,43000.0,Student,OBC,Yes,Yes,No,Education & Scholarships
72,Female,Karnataka,153500.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
63,Female,Uttar Pradesh,145200.0,Unemployed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
53,Male,Tamil Nadu,97000.0,Student,ST,Yes,Yes,No,Education & Scholarships
62,Male,Gujarat,397800.0,Farmer,SC,No,No,No,Senior Citizen Pension & Healthcare
25,Female,Tamil Nadu,63600.0,Student,EWS,Yes,Yes,No,Education & Scholarships
46,Male,Rajasthan,108200.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
72,Female,Kerala,297800.0,Daily Wage Worker,General,Yes,No,No,Senior Citizen Pension & Healthcare
70,Male,Karnataka,35600.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
72,Female,Karnataka,231200.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
49,Female,Gujarat,335100.0,Artisan,General,No,No,No,Women & Child Development
68,Male,Bihar,514600.0,Farmer,General,Yes,No,No,Senior Citizen Pension & Healthcare
61,Female,Tamil Nadu,406200.0,Farmer,ST,Yes,No,No,Senior Citizen Pension & Healthcare
35,Male,West Bengal,99300.0,Self-Employed,General,Yes,No,Yes,Social Welfare & Disability Support
23,Female,Gujarat,188900.0,Student,ST,Yes,Yes,No,Education & Scholarships
35,Female,Maharashtra,44500.0,Daily Wage Worker,ST,Yes,No,No,Women & Child Development
36,Male,Bihar,83700.0,Self-Employed,General,Yes,No,No,Skill Development & Entrepreneurship
39,Female,Madhya Pradesh,47800.0,Unemployed,OBC,Yes,No,No,Women & Child Development
54,Female,Tamil Nadu,98100.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
49,Female,Bihar,404600.0,Salaried,General,Yes,No,No,Women & Child Development
73,Male,Gujarat,106800.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
58,Male,West Bengal,178600.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
20,Transgender,Maharashtra,132300.0,Daily Wage Worker,EWS,Yes,No,No,Rural & Urban Livelihood Support
45,Female,Kerala,140600.0,Unemployed,OBC,Yes,No,No,Women & Child Development
27,Female,Bihar,658600.0,Self-Employed,SC,No,No,No,Women & Child Development
68,Female,Kerala,93200.0,Farmer,ST,No,No,No,Senior Citizen Pension & Healthcare
52,Male,Uttar Pradesh,207700.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
46,Female,Karnataka,128100.0,Daily Wage Worker,General,No,No,No,Women & Child Development
71,Male,Rajasthan,41400.0,Salaried,SC,Yes,No,No,Senior Citizen Pension & Healthcare
32,Female,Karnataka,151000.0,Self-Employed,General,Yes,No,No,Women & Child Development
50,Transgender,Madhya Pradesh,332100.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
24,Male,West Bengal,48700.0,Daily Wage Worker,EWS,Yes,No,No,Rural & Urban Livelihood Support
29,Male,Maharashtra,43000.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
66,Female,Kerala,60000.0,Student,SC,No,Yes,No,Education & Scholarships
47,Female,Gujarat,290200.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
38,Female,Kerala,261700.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
48,Female,West Bengal,179800.0,Student,EWS,No,Yes,No,Education & Scholarships
75,Female,Gujarat,143700.0,Student,SC,No,Yes,No,Education & Scholarships
41,Male,Gujarat,424600.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
37,Female,Madhya Pradesh,292000.0,Unemployed,EWS,Yes,No,No,Women & Child Development
54,Male,West Bengal,330800.0,Student,SC,Yes,Yes,No,Education & Scholarships
21,Male,Bihar,332000.0,Artisan,General,Yes,Yes,No,Education & Scholarships
45,Female,Karnataka,215300.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
61,Male,Uttar Pradesh,140300.0,Salaried,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
37,Female,Kerala,390000.0,Salaried,General,No,No,Yes,Social Welfare & Disability Support
41,Female,Bihar,498700.0,Artisan,OBC,Yes,No,No,Women & Child Development
67,Female,Uttar Pradesh,34300.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
66,Male,Maharashtra,39500.0,Student,General,Yes,Yes,No,Education & Scholarships
68,Female,Rajasthan,603800.0,Daily Wage Worker,ST,No,No,No,Senior Citizen Pension & Healthcare
49,Female,Kerala,88400.0,Self-Employed,SC,No,No,No,Women & Child Development
58,Male,Madhya Pradesh,402000.0,Farmer,OBC,No,No,No,Agriculture & Farmer Welfare
53,Female,Uttar Pradesh,118600.0,Self-Employed,ST,Yes,No,No,Women & Child Development
75,Male,Gujarat,52800.0,Student,General,Yes,Yes,No,Education & Scholarships
70,Male,Bihar,45100.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
51,Transgender,Karnataka,60600.0,Farmer,OBC,No,No,Yes,Social Welfare & Disability Support
53,Female,Madhya Pradesh,81800.0,Self-Employed,ST,Yes,No,No,Women & Child Development
19,Female,Kerala,150700.0,Student,ST,Yes,Yes,Yes,Social Welfare & Disability Support
32,Female,West Bengal,247600.0,Farmer,SC,Yes,No,No,Agriculture & Farmer Welfare
51,Female,Bihar,803600.0,Salaried,EWS,Yes,No,No,Women & Child Development
53,Female,Madhya Pradesh,134900.0,Daily Wage Worker,OBC,Yes,No,No,Women & Child Development
23,Female,Rajasthan,161400.0,Salaried,ST,Yes,No,No,Women & Child Development
56,Male,Kerala,162800.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
59,Male,Maharashtra,169600.0,Student,OBC,Yes,Yes,No,Education & Scholarships
68,Female,Karnataka,161300.0,Self-Employed,SC,Yes,No,Yes,Social Welfare & Disability Support
68,Female,Maharashtra,31600.0,Artisan,SC,No,No,No,Senior Citizen Pension & Healthcare
75,Female,Uttar Pradesh,30300.0,Student,OBC,Yes,Yes,No,Education & Scholarships
71,Female,West Bengal,48500.0,Daily Wage Worker,OBC,No,No,No,Senior Citizen Pension & Healthcare
29,Male,Uttar Pradesh,49300.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
20,Male,Karnataka,249700.0,Farmer,General,Yes,Yes,No,Education & Scholarships
62,Male,Bihar,71300.0,Farmer,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
35,Male,Uttar Pradesh,435200.0,Self-Employed,OBC,No,No,No,Skill Development & Entrepreneurship
57,Male,West Bengal,505100.0,Daily Wage Worker,General,Yes,No,No,Rural & Urban Livelihood Support
38,Male,Tamil Nadu,700500.0,Artisan,EWS,Yes,No,Yes,Skill Development & Entrepreneurship
32,Female,Tamil Nadu,533700.0,Self-Employed,SC,Yes,No,No,Women & Child Development
50,Male,Madhya Pradesh,87100.0,Student,OBC,Yes,Yes,No,Education & Scholarships
52,Female,Madhya Pradesh,158300.0,Salaried,EWS,Yes,No,No,Women & Child Development
43,Female,Kerala,64700.0,Salaried,General,Yes,No,No,Women & Child Development
25,Female,Madhya Pradesh,325400.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
53,Female,Rajasthan,424800.0,Student,General,Yes,Yes,No,Education & Scholarships
65,Male,Madhya Pradesh,373000.0,Self-Employed,General,No,No,No,Senior Citizen Pension & Healthcare
47,Female,Rajasthan,132200.0,Self-Employed,OBC,Yes,No,No,Women & Child Development
40,Female,Madhya Pradesh,285900.0,Salaried,General,Yes,No,No,Women & Child Development
59,Female,Maharashtra,48500.0,Salaried,General,No,No,No,Women & Child Development
61,Male,Gujarat,37400.0,Unemployed,General,Yes,No,Yes,Social Welfare & Disability Support
31,Female,Rajasthan,281900.0,Student,SC,Yes,Yes,No,Education & Scholarships
31,Male,Bihar,129700.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
19,Male,Kerala,1004600.0,Self-Employed,SC,No,No,No,Skill Development & Entrepreneurship
72,Male,Karnataka,48400.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
54,Male,Rajasthan,378400.0,Artisan,EWS,No,No,No,Skill Development & Entrepreneurship
22,Female,Uttar Pradesh,147700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
55,Female,Gujarat,346000.0,Artisan,ST,Yes,No,No,Women & Child Development
62,Male,Maharashtra,335800.0,Student,SC,No,Yes,No,Education & Scholarships
58,Female,Tamil Nadu,475800.0,Farmer,General,No,No,No,Agriculture & Farmer Welfare
71,Female,Maharashtra,93600.0,Unemployed,General,Yes,No,No,Senior Citizen Pension & Healthcare
64,Male,Madhya Pradesh,568500.0,Student,OBC,No,Yes,No,Education & Scholarships
31,Female,Kerala,59600.0,Student,EWS,Yes,Yes,No,Education & Scholarships
73,Male,Gujarat,45400.0,Student,OBC,No,Yes,No,Education & Scholarships
56,Female,Uttar Pradesh,131700.0,Artisan,General,No,No,Yes,Social Welfare & Disability Support
42,Male,Rajasthan,347200.0,Salaried,OBC,Yes,No,No,Rural & Urban Livelihood Support
37,Male,Maharashtra,145400.0,Student,General,Yes,Yes,No,Education & Scholarships
19,Male,Gujarat,348200.0,Student,General,Yes,Yes,No,Education & Scholarships
56,Female,Rajasthan,265500.0,Salaried,ST,Yes,No,No,Women & Child Development
23,Male,Kerala,72300.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
34,Male,Karnataka,565300.0,Student,EWS,No,Yes,No,Education & Scholarships
42,Female,Tamil Nadu,41300.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
74,Female,Kerala,441400.0,Self-Employed,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
45,Male,Madhya Pradesh,95300.0,Daily Wage Worker,OBC,No,No,No,Rural & Urban Livelihood Support
19,Male,West Bengal,154800.0,Artisan,SC,Yes,No,No,Skill Development & Entrepreneurship
52,Female,Karnataka,128800.0,Salaried,OBC,Yes,No,No,Women & Child Development
54,Male,Madhya Pradesh,63900.0,Student,General,Yes,Yes,No,Education & Scholarships
22,Female,Maharashtra,109800.0,Farmer,OBC,Yes,No,No,Agriculture & Farmer Welfare
18,Female,Karnataka,68600.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
57,Male,Madhya Pradesh,71000.0,Artisan,SC,No,No,No,Skill Development & Entrepreneurship
29,Male,Karnataka,67300.0,Salaried,General,Yes,No,No,Rural & Urban Livelihood Support
73,Male,Kerala,150900.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
53,Transgender,Gujarat,317800.0,Student,OBC,No,Yes,No,Education & Scholarships
62,Female,Tamil Nadu,181500.0,Artisan,OBC,Yes,No,No,Senior Citizen Pension & Healthcare
40,Female,Tamil Nadu,432600.0,Artisan,OBC,Yes,No,No,Women & Child Development
64,Female,Madhya Pradesh,212200.0,Salaried,General,Yes,No,No,Senior Citizen Pension & Healthcare
48,Male,Madhya Pradesh,240400.0,Self-Employed,General,No,No,Yes,Social Welfare & Disability Support
28,Male,Karnataka,228300.0,Self-Employed,OBC,Yes,No,No,Skill Development & Entrepreneurship
27,Female,Maharashtra,137400.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
20,Female,Madhya Pradesh,240400.0,Daily Wage Worker,General,Yes,Yes,No,Education & Scholarships
71,Female,Karnataka,43000.0,Self-Employed,OBC,No,No,No,Senior Citizen Pension & Healthcare
31,Male,Bihar,383700.0,Farmer,General,Yes,No,No,Agriculture & Farmer Welfare
33,Female,Tamil Nadu,300800.0,Unemployed,OBC,No,No,No,Women & Child Development
27,Female,Madhya Pradesh,80600.0,Daily Wage Worker,General,Yes,No,No,Women & Child Development
46,Male,Kerala,293000.0,Daily Wage Worker,SC,Yes,No,No,Rural & Urban Livelihood Support
27,Male,Uttar Pradesh,32300.0,Salaried,OBC,No,No,No,Rural & Urban Livelihood Support
29,Male,Karnataka,74100.0,Unemployed,General,No,No,No,Rural & Urban Livelihood Support
